Response ID,What year were you born?  ,What is your gender?  ,"How long have you been in your current job?  If you have more than one job, please answer all questions for your main job.  ",Which of the following best describes your industry?  ,Which of the following best describes your current occupation?  ,How many people are currently employed by your organisation?   ,Which of the following best describes your household?  ,Metro or Regional,"Thinking about your current job, how much of your work time did you spend working remotely in the last quarter of last year?   This means October-December 2020  If you work a 5 day week, each day of remote working equals 20% of your time.  ","How much of your work time would you have preferred to work remotely during the last quarter of last year?   This means October-December 2020  If you work a 5 day week, each day of remote working equals 20% of your time.  ","Thinking about your current job, how much of your work time have you spent working remotely this year?  If you work a 5 day week, each day of remote working equals 20% of your time.  ","How much of your work time would you have preferred to work remotely so far this year?  If you work a 5 day week, each day of remote working equals 20% of your time.  ","Imagine that COVID-19 is cured or eradicated.   Going forward, how much of your work time would you prefer to work remotely?  If you work a 5 day week, each day of remote working equals 20% of your time.  ",These questions are about the remote working arrangements in your organisation.  Has your employer changed or updated their policy on remote work since COVID-19?   This means since February/March 2020  ,"In the past 6 months, have you ever worked part of your day remotely, and part of it at your employer’s workplace?",How often do you work this way?  ,How often would you like to work this way?  ,Does your employer have a policy that workers must be at the employer’s workplace some of the time?  ,"How much of your work time does your employer’s policy require you to be at their workplace?  If you work a 5 day week, 1 day equals 20% of your work time.  ","Thinking about your employer’s policy on remote working, how strongly do you agree or disagree with the following statements?   Please select a single response per row   - My employer’s remote working policy suits me","Thinking about your employer’s policy on remote working, how strongly do you agree or disagree with the following statements?   Please select a single response per row   - I get to choose how much work I do remotely","Thinking about your employer’s policy on remote working, how strongly do you agree or disagree with the following statements?   Please select a single response per row   - I choose which days I work remotely","Thinking about your employer’s policy on remote working, how strongly do you agree or disagree with the following statements?   Please select a single response per row   - My direct manager has discretion to allow or deny remote work",How do you feel about your employer’s remote working policy?  ,"Thinking about remote working in the last 6 months, how strongly do you agree or disagree with the following statements?   Please select a single response per row   - My organisation encouraged people to work remotely","Thinking about remote working in the last 6 months, how strongly do you agree or disagree with the following statements?   Please select a single response per row   - My organisation was well prepared for me to work remotely","Thinking about remote working in the last 6 months, how strongly do you agree or disagree with the following statements?   Please select a single response per row   - It was common for people in my organisation to work remotely","Thinking about remote working in the last 6 months, how strongly do you agree or disagree with the following statements?   Please select a single response per row   - It was easy to get permission to work remotely","Thinking about remote working in the last 6 months, how strongly do you agree or disagree with the following statements?   Please select a single response per row   - I could easily collaborate with colleagues when working remotely","Thinking about remote working in the last 6 months, how strongly do you agree or disagree with the following statements?   Please select a single response per row   - Working remotely reduces my chances of promotion","Thinking about remote working in the last 6 months, how strongly do you agree or disagree with the following statements?   Please select a single response per row   - I take more regular breaks while working remotely",Do you think remote working is a positive or a negative for your employer?  ,Who is most supportive of remote working in your organisation?  ,Imagine that COVID-19 is cured or eradicated.    How likely would you consider the following statements?   - My employer would encourage more remote working,Imagine that COVID-19 is cured or eradicated.    How likely would you consider the following statements?   - My employer would make changes to support remote working,Imagine that COVID-19 is cured or eradicated.    How likely would you consider the following statements?   - I would have more choice about whether I work remotely,"Think about your experience this year. On a day when you attend your employer's workplace, how many hours would you spend doing the following activities?   For example, a response of ‘1’ means 1 hour.  A response of ‘0.5’ means half an hour.   Your responses should add to 24 hours.   - Preparing for work and commuting","Think about your experience this year. On a day when you attend your employer's workplace, how many hours would you spend doing the following activities?   For example, a response of ‘1’ means 1 hour.  A response of ‘0.5’ means half an hour.   Your responses should add to 24 hours.   - Working","Think about your experience this year. On a day when you attend your employer's workplace, how many hours would you spend doing the following activities?   For example, a response of ‘1’ means 1 hour.  A response of ‘0.5’ means half an hour.   Your responses should add to 24 hours.   - Caring and domestic responsibilities","Think about your experience this year. On a day when you attend your employer's workplace, how many hours would you spend doing the following activities?   For example, a response of ‘1’ means 1 hour.  A response of ‘0.5’ means half an hour.   Your responses should add to 24 hours.   - Personal and family time","Think about your experience this year. On a day when you attend your employer's workplace, how many hours would you spend doing the following activities?   For example, a response of ‘1’ means 1 hour.  A response of ‘0.5’ means half an hour.   Your responses should add to 24 hours.   - Sleep","Think about your experience this year. On a day when you work remotely, how many hours would you spend doing the following activities?  For example, a response of ‘1’ means 1 hour.  A response of ‘0.5’ means half an hour.   Your responses should add to 24 hours.   - Preparing for work and commuting","Think about your experience this year. On a day when you work remotely, how many hours would you spend doing the following activities?  For example, a response of ‘1’ means 1 hour.  A response of ‘0.5’ means half an hour.   Your responses should add to 24 hours.   - Working","Think about your experience this year. On a day when you work remotely, how many hours would you spend doing the following activities?  For example, a response of ‘1’ means 1 hour.  A response of ‘0.5’ means half an hour.   Your responses should add to 24 hours.   - Caring and domestic responsibilities","Think about your experience this year. On a day when you work remotely, how many hours would you spend doing the following activities?  For example, a response of ‘1’ means 1 hour.  A response of ‘0.5’ means half an hour.   Your responses should add to 24 hours.   - Personal and family time","Think about your experience this year. On a day when you work remotely, how many hours would you spend doing the following activities?  For example, a response of ‘1’ means 1 hour.  A response of ‘0.5’ means half an hour.   Your responses should add to 24 hours.   - Sleep","Imagine your employer offered you the option to work remotely whenever you chose, in return for negotiating a pay cut that you both agree on.  Would you be interested in negotiating?   ",What is the biggest pay cut you would accept?   Please give your answer as a percentage.  ,Have the following barriers to remote working improved or worsened for you over the past 6 months?   - My caring responsibilities,Have the following barriers to remote working improved or worsened for you over the past 6 months?   - Connectivity (for example internet),Have the following barriers to remote working improved or worsened for you over the past 6 months?   - My organisation's software and systems,Have the following barriers to remote working improved or worsened for you over the past 6 months?   - Difficulty collaborating remotely,Have the following barriers to remote working improved or worsened for you over the past 6 months?   - Poor management,Have the following barriers to remote working improved or worsened for you over the past 6 months?   - IT equipment (computer or printer),Have the following barriers to remote working improved or worsened for you over the past 6 months?   - Feeling left out and/or isolated,Have the following barriers to remote working improved or worsened for you over the past 6 months?   - Extra costs,Have the following barriers to remote working improved or worsened for you over the past 6 months?   - Cyber security,Have the following barriers to remote working improved or worsened for you over the past 6 months?   - I have tasks that can't be done remotely,"Have the following barriers to remote working improved or worsened for you over the past 6 months?   - My workspace (e.g. suitable chair, lighting, noise levels, facilities)",Have the following barriers to remote working improved or worsened for you over the past 6 months?   - Motivation,Have the following barriers to remote working improved or worsened for you over the past 6 months?   - Management discourages remote working,"Have the following barriers to remote working improved or worsened for you over the past 6 months?   - My living situation (e.g. location, home size, who I live with)",Have the following barriers to remote working improved or worsened for you over the past 6 months?   - Lack of remote working skills,Have the following barriers to remote working improved or worsened for you over the past 6 months?   - My health and safety when working remotely,Think about when you worked at your employer’s workplace and some of your colleagues were working remotely. What were the biggest barriers of working this way? - Noisy work environment ; Interruptions ; Difficulty collaborating with remote colleagues ; Lack of privacy,Think about when you worked at your employer’s workplace and some of your colleagues were working remotely. What were the smallest barriers of working this way? - Noisy work environment ; Interruptions ; Difficulty collaborating with remote colleagues ; Lack of privacy,Think about when you worked at your employer’s workplace and some of your colleagues were working remotely. What were the biggest barriers of working this way? - Connectivity/internet issues ; Lack of appropriate work and meeting spaces ; Problems with audio-visual setup ; Lack of privacy,Think about when you worked at your employer’s workplace and some of your colleagues were working remotely. What were the smallest barriers of working this way? - Connectivity/internet issues ; Lack of appropriate work and meeting spaces ; Problems with audio-visual setup ; Lack of privacy,Think about when you worked at your employer’s workplace and some of your colleagues were working remotely. What were the biggest barriers of working this way? - Interruptions ; Connectivity/internet issues ; Lack of appropriate work and meeting spaces ; Difficulty innovating,Think about when you worked at your employer’s workplace and some of your colleagues were working remotely. What were the smallest barriers of working this way? - Interruptions ; Connectivity/internet issues ; Lack of appropriate work and meeting spaces ; Difficulty innovating,Think about when you worked at your employer’s workplace and some of your colleagues were working remotely. What were the biggest barriers of working this way? - Connectivity/internet issues ; Difficulty collaborating with remote colleagues ; Difficulty innovating ; Lack of privacy,Think about when you worked at your employer’s workplace and some of your colleagues were working remotely. What were the smallest barriers of working this way? - Connectivity/internet issues ; Difficulty collaborating with remote colleagues ; Difficulty innovating ; Lack of privacy,Think about when you worked at your employer’s workplace and some of your colleagues were working remotely. What were the biggest barriers of working this way? - Noisy work environment ; Interruptions ; Connectivity/internet issues ; Difficulty innovating,Think about when you worked at your employer’s workplace and some of your colleagues were working remotely. What were the smallest barriers of working this way? - Noisy work environment ; Interruptions ; Connectivity/internet issues ; Difficulty innovating,Think about when you worked at your employer’s workplace and some of your colleagues were working remotely. What were the biggest barriers of working this way? - Noisy work environment ; Interruptions ; Lack of appropriate work and meeting spaces ; Problems with audio-visual setup,Think about when you worked at your employer’s workplace and some of your colleagues were working remotely. What were the smallest barriers of working this way? - Noisy work environment ; Interruptions ; Lack of appropriate work and meeting spaces ; Problems with audio-visual setup,Think about when you worked at your employer’s workplace and some of your colleagues were working remotely. What were the biggest barriers of working this way? - Interruptions ; Connectivity/internet issues ; Problems with audio-visual setup ; Difficulty collaborating with remote colleagues,Think about when you worked at your employer’s workplace and some of your colleagues were working remotely. What were the smallest barriers of working this way? - Interruptions ; Connectivity/internet issues ; Problems with audio-visual setup ; Difficulty collaborating with remote colleagues,Think about when you worked at your employer’s workplace and some of your colleagues were working remotely. What were the biggest barriers of working this way? - Noisy work environment ; Lack of appropriate work and meeting spaces ; Difficulty innovating ; Lack of privacy,Think about when you worked at your employer’s workplace and some of your colleagues were working remotely. What were the smallest barriers of working this way? - Noisy work environment ; Lack of appropriate work and meeting spaces ; Difficulty innovating ; Lack of privacy,Think about when you worked at your employer’s workplace and some of your colleagues were working remotely. What were the biggest barriers of working this way? - Noisy work environment ; Connectivity/internet issues ; Lack of appropriate work and meeting spaces ; Difficulty collaborating with remote colleagues,Think about when you worked at your employer’s workplace and some of your colleagues were working remotely. What were the smallest barriers of working this way? - Noisy work environment ; Connectivity/internet issues ; Lack of appropriate work and meeting spaces ; Difficulty collaborating with remote colleagues,Think about when you worked at your employer’s workplace and some of your colleagues were working remotely. What were the biggest barriers of working this way? - Interruptions ; Problems with audio-visual setup ; Difficulty innovating ; Lack of privacy,Think about when you worked at your employer’s workplace and some of your colleagues were working remotely. What were the smallest barriers of working this way? - Interruptions ; Problems with audio-visual setup ; Difficulty innovating ; Lack of privacy,Think about when you worked at your employer’s workplace and some of your colleagues were working remotely. What were the biggest barriers of working this way? - Lack of appropriate work and meeting spaces ; Problems with audio-visual setup ; Difficulty collaborating with remote colleagues ; Difficulty innovating,Think about when you worked at your employer’s workplace and some of your colleagues were working remotely. What were the smallest barriers of working this way? - Lack of appropriate work and meeting spaces ; Problems with audio-visual setup ; Difficulty collaborating with remote colleagues ; Difficulty innovating,Think about when you worked at your employer’s workplace and some of your colleagues were working remotely. What were the biggest barriers of working this way? - Noisy work environment ; Connectivity/internet issues ; Problems with audio-visual setup ; Lack of privacy,Think about when you worked at your employer’s workplace and some of your colleagues were working remotely. What were the smallest barriers of working this way? - Noisy work environment ; Connectivity/internet issues ; Problems with audio-visual setup ; Lack of privacy,Think about when you worked at your employer’s workplace and some of your colleagues were working remotely. What were the biggest barriers of working this way? - Interruptions ; Lack of appropriate work and meeting spaces ; Difficulty collaborating with remote colleagues ; Lack of privacy,Think about when you worked at your employer’s workplace and some of your colleagues were working remotely. What were the smallest barriers of working this way? - Interruptions ; Lack of appropriate work and meeting spaces ; Difficulty collaborating with remote colleagues ; Lack of privacy,Think about when you worked at your employer’s workplace and some of your colleagues were working remotely. What were the biggest barriers of working this way? - Noisy work environment ; Problems with audio-visual setup ; Difficulty collaborating with remote colleagues ; Difficulty innovating,Think about when you worked at your employer’s workplace and some of your colleagues were working remotely. What were the smallest barriers of working this way? - Noisy work environment ; Problems with audio-visual setup ; Difficulty collaborating with remote colleagues ; Difficulty innovating,How strongly do you agree or disagree with the following statements?   - On days when I work remotely I feel better,How strongly do you agree or disagree with the following statements?   - On days when I work remotely I am more active,How strongly do you agree or disagree with the following statements?   - I feel better on days when I see my colleagues in person,Do you manage people as part of your current job?  ,Do employees you manage ever work remotely?  ,How strongly do you agree or disagree with the following statements?    - I have discretion to offer or deny remote work to employees I manage,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me to recruit employees,How strongly do you agree or disagree with the following statements?    - My team works well together when they work remotely,How strongly do you agree or disagree with the following statements?    - I find it easy to manage employees remotely (e.g. tasking and monitoring progress),How strongly do you agree or disagree with the following statements?    - I find it easy to manage poor performers remotely,How strongly do you agree or disagree with the followi192,1960,Female,More than 5 years,"Professional, Scientific and Technical","Professionals - Design, Engineering, Science and Transport Professionals",More than 200,Couple with no dependent children,Metro,80%,80%,60%,80%,80%,Yes,No,,,Yes,20%,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly Positive,Somewhat agree,Neither agree nor disagree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither positive nor negative,They are about the same,Somewhat unlikely,Neither unlikely or likely,Neither unlikely or likely,2,7.5,3.5,4,7,0.5,8,4.5,4,7,No,,Not a barrier for me,Stayed about the same,Somewhat improved,Somewhat improved,Stayed about the same,Somewhat improved,Somewhat improved,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Somewhat improved,Somewhat worsened,Stayed about the same,Somewhat improved,Stayed about the same,Interruptions,Lack of privacy,Connectivity/internet issues,Lack of privacy,Interruptions,Lack of appropriate work and meeting spaces,Difficulty collaborating with remote colleagues,Lack of privacy,Interruptions,Noisy work environment,Noisy work environment,Lack of appropriate work and meeting spaces,Difficulty collaborating with remote colleagues,Interruptions,Noisy work environment,Lack of privacy,Difficulty collaborating with remote colleagues,Connectivity/internet issues,Interruptions,Lack of privacy,Difficulty collaborating with remote colleagues,Lack of appropriate work and meeting spaces,Noisy work environment,Problems with audio-visual setup,Difficulty collaborating with remote colleagues,Lack of privacy,Noisy work environment,Difficulty innovating,Neither agree nor disagree,Somewhat agree,Strongly agree,No,,,,,,,,,,,I’m 10% more productive when working remotely,
193,1974,Female,More than 5 years,Financial and Insurance,Clerical and administrative workers - Numerical Clerks,Between 20 and 199,Couple with dependent children,Metro,20%,100% - All of my time,Less than 10% of my time,100% - All of my time,100% - All of my time,Yes,Yes,Less than 10% of my time,50% - About half of my time,Yes,60%,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Neither positive nor negative,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Neither positive nor negative,My direct manger(s),Neither unlikely or likely,Somewhat likely,Somewhat likely,2,8,2,4,8,0,9,3,4,8,No,,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Difficulty collaborating with remote colleagues,Lack of privacy,Lack of appropriate work and meeting spaces,Lack of privacy,Lack of appropriate work and meeting spaces,Connectivity/internet issues,Difficulty collaborating with remote colleagues,Connectivity/internet issues,Interruptions,Connectivity/internet issues,Lack of appropriate work and meeting spaces,Problems with audio-visual setup,Difficulty collaborating with remote colleagues,Connectivity/internet issues,Lack of appropriate work and meeting spaces,Lack of privacy,Difficulty collaborating with remote colleagues,Connectivity/internet issues,Interruptions,Lack of privacy,Difficulty collaborating with remote colleagues,Problems with audio-visual setup,Noisy work environment,Connectivity/internet issues,Difficulty collaborating with remote colleagues,Interruptions,Difficulty collaborating with remote colleagues,Problems with audio-visual setup,Neither agree nor disagree,Somewhat disagree,Somewhat agree,No,,,,,,,,,,,My productivity is about same when I work remotely,
194,2002,Female,Between 6 and 12 months,Education and Training,Sales workers - Sales Support Workers,Between 5 and 19,Single person,Metro,20%,30%,70%,70%,40%,Yes,Yes,30%,50% - About half of my time,Yes,30%,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat Positive,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly Positive,Senior leadership,Somewhat likely,Neither unlikely or likely,Somewhat unlikely,3,6,4,4,7,3,8,3,3,7,Yes,0.5,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Somewhat worsened,Stayed about the same,Stayed about the same,Somewhat worsened,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Yes,Yes,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,I’m 40% more productive when working remotely,I’m 40% more productive when working remotely
195,2000,Female,Between 1 and 5 years,"Professional, Scientific and Technical",Clerical and administrative workers - Other Clerical and Administrative Workers,More than 200,Other one family household,Metro,50% - I spent about half of my time remote working,100% - All of my time,Rarely or never,100% - All of my time,100% - All of my time,Yes,No,,,Unsure,,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly Negative,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat Positive,They are about the same,Very unlikely,Very unlikely,Very unlikely,4,5,4,3,8,0,6,3,7,8,Yes,0.2,Significantly worsened,Somewhat worsened,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Somewhat improved,Not a barrier for me,Not a barrier for me,Stayed about the same,Somewhat worsened,Significantly worsened,Significantly worsened,Not a barrier for me,Somewhat improved,Interruptions,Noisy work environment,Connectivity/internet issues,Lack of privacy,Interruptions,Lack of appropriate work and meeting spaces,Difficulty innovating,Difficulty collaborating with remote colleagues,Interruptions,Connectivity/internet issues,Interruptions,Problems with audio-visual setup,Interruptions,Difficulty collaborating with remote colleagues,Noisy work environment,Lack of appropriate work and meeting spaces,Noisy work environment,Difficulty collaborating with remote colleagues,Interruptions,Lack of privacy,Problems with audio-visual setup,Lack of appropriate work and meeting spaces,Noisy work environment,Lack of privacy,Interruptions,Difficulty collaborating with remote colleagues,Noisy work environment,Difficulty collaborating with remote colleagues,Somewhat agree,Somewhat agree,Somewhat disagree,No,,,,,,,,,,,I’m 20% more productive when working remotely,
196,1980,Female,Between 6 and 12 months,Information Media and Telecommunications,Professionals - ICT Professionals,More than 200,Group household,Metro,10%,Less than 10% of my time,80%,Less than 10% of my time,100% - All of my time,Yes,No,,,Yes,Less than 10% of my time,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat Positive,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat Positive,They are about the same,Very likely,Somewhat likely,Somewhat likely,2,8,2,4,8,0,8,4,4,8,No,,Somewhat improved,Stayed about the same,Somewhat improved,Somewhat improved,Somewhat worsened,Somewhat improved,Somewhat improved,Somewhat improved,Somewhat improved,Significantly worsened,Stayed about the same,Somewhat improved,Significantly worsened,Somewhat improved,Significantly worsened,Somewhat improved,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat agree,Somewhat agree,Somewhat agree,No,,,,,,,,,,,I’m 10% less productive when working remotely,
197,1974,Female,More than 5 years,Retail Trade,"Managers - Hospitality, Retail and Service Managers",More than 200,Single person,Metro,Rarely or never,100% - All of my time,Rarely or never,50% - About half of my time,I would prefer not to work remotely,Yes,No,,,Yes,100% - All of my time,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly Positive,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat Negative,They are about the same,Very unlikely,Very unlikely,Very unlikely,3,7,6,3,5,4,9,4,3,4,No,,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Somewhat improved,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Difficulty collaborating with remote colleagues,Interruptions,Lack of appropriate work and meeting spaces,Lack of privacy,Lack of appropriate work and meeting spaces,Interruptions,Connectivity/internet issues,Lack of privacy,Difficulty innovating,Noisy work environment,Interruptions,Problems with audio-visual setup,Difficulty collaborating with remote colleagues,Interruptions,Lack of appropriate work and meeting spaces,Difficulty innovating,Lack of appropriate work and meeting spaces,Noisy work environment,Problems with audio-visual setup,Interruptions,Difficulty collaborating with remote colleagues,Lack of appropriate work and meeting spaces,Problems with audio-visual setup,Lack of privacy,Lack of appropriate work and meeting spaces,Lack of privacy,Difficulty collaborating with remote colleagues,Noisy work environment,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Yes,Yes,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,I’m 10% less productive when working remotely,I’m 10% less productive when working remotely
198,1972,Female,More than 5 years,Information Media and Telecommunications,"Professionals - Business, Human Resource and Marketing Professionals",Between 20 and 199,Couple with dependent children,Metro,100% - I spent all of my time remote working,100% - All of my time,100% - I spent all of my time remote working,100% - All of my time,100% - All of my time,Yes,No,,,No,,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Strongly Positive,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Neither agree nor disagree,Somewhat Positive,They are about the same,Somewhat likely,Somewhat likely,Somewhat likely,2,8,3,3,8,0,7,3,5,9,Yes,0.15,Somewhat improved,Somewhat improved,Somewhat improved,Somewhat improved,Somewhat improved,Somewhat improved,Somewhat improved,Somewhat improved,Somewhat improved,Somewhat improved,Somewhat improved,Somewhat improved,Somewhat improved,Somewhat improved,Somewhat improved,Somewhat improved,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,No,,,,,,,,,,,I’m 50% more productive when working remotely (or more),
199,1973,Female,Between 1 and 5 years,Retail Trade,Sales workers - Sales Assistants and Salespersons,More than 200,One parent family with dependent children,Regional,Less than 10% of my time,Less than 10% of my time,Less than 10% of my time,Less than 10% of my time,Less than 10% of my time,Yes,Yes,Less than 10% of my time,Less than 10% of my time,Unsure,,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither positive nor negative,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat Positive,They are about the same,Neither unlikely or likely,Neither unlikely or likely,Neither unlikely or likely,2,5,6,3,8,0,1,7,8,8,No,,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Difficulty collaborating with remote colleagues,Lack of privacy,Lack of appropriate work and meeting spaces,Connectivity/internet issues,Interruptions,Connectivity/internet issues,Lack of privacy,Connectivity/internet issues,Interruptions,Connectivity/internet issues,Interruptions,Problems with audio-visual setup,Interruptions,Problems with audio-visual setup,Lack of privacy,Difficulty innovating,Noisy work environment,Connectivity/internet issues,Lack of privacy,Problems with audio-visual setup,Lack of appropriate work and meeting spaces,Problems with audio-visual setup,Lack of privacy,Connectivity/internet issues,Interruptions,Difficulty collaborating with remote colleagues,Noisy work environment,Problems with audio-visual setup,Neither agree nor disagree,Somewhat disagree,Somewhat agree,No,,,,,,,,,,,My productivity is about same when I work remotely,
200,1996,Male,Between 6 and 12 months,"Professional, Scientific and Technical",Professionals - ICT Professionals,Between 20 and 199,Couple with no dependent children,Metro,30%,30%,Rarely or never,30%,70%,No,Yes,20%,70%,No,,Somewhat disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Somewhat Positive,Somewhat disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat Positive,My direct manger(s),Somewhat likely,Somewhat unlikely,Somewhat likely,2,9,2,3,8,2,9,2,3,8,Yes,0.3,Somewhat worsened,Somewhat improved,Not a barrier for me,Stayed about the same,Somewhat worsened,Significantly worsened,Stayed about the same,Significantly improved,Significantly worsened,Somewhat worsened,Not a barrier for me,Not a barrier for me,Significantly improved,Somewhat worsened,Somewhat worsened,Somewhat improved,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat agree,Somewhat disagree,Strongly disagree,No,,,,,,,,,,,I’m 50% more productive when working remotely (or more),
201,1984,Female,More than 5 years,"Professional, Scientific and Technical","Professionals - Business, Human Resource and Marketing Professionals",Between 5 and 19,Group household,Metro,80%,80%,60%,60%,50% - About half of my time,Yes,No,,,Yes,20%,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly Positive,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither positive nor negative,They are about the same,Somewhat likely,Somewhat likely,Somewhat likely,3,8,4,3,6,1,9,4,3,7,Yes,0.1,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Stayed about the same,Not a barrier for me,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Difficulty collaborating with remote colleagues,Lack of privacy,Problems with audio-visual setup,Lack of appropriate work and meeting spaces,Interruptions,Lack of appropriate work and meeting spaces,Difficulty collaborating with remote colleagues,Difficulty innovating,Interruptions,Difficulty innovating,Problems with audio-visual setup,Lack of appropriate work and meeting spaces,Difficulty collaborating with remote colleagues,Connectivity/internet issues,Noisy work environment,Lack of appropriate work and meeting spaces,Difficulty collaborating with remote colleagues,Lack of appropriate work and meeting spaces,Problems with audio-visual setup,Lack of privacy,Difficulty collaborating with remote colleagues,Lack of appropriate work and meeting spaces,Problems with audio-visual setup,Lack of privacy,Difficulty collaborating with remote colleagues,Lack of appropriate work and meeting spaces,Difficulty collaborating with remote colleagues,Difficulty innovating,Somewhat agree,Strongly agree,Neither agree nor disagree,No,,,,,,,,,,,I’m 40% more productive when working remotely,
